Date,Open,High,Low,Close,Adj Close,Volume
2020-05-05,295.470001,300.269989,291.290009,293.739990,293.739990,9222400
2020-05-06,296.929993,302.000000,295.410004,297.790009,297.790009,8086600
2020-05-07,303.380005,307.410004,301.320007,304.869995,304.869995,9343300
2020-05-08,307.750000,312.750000,306.390015,312.500000,312.500000,8497700
2020-05-11,312.299988,324.500000,311.149994,322.619995,322.619995,11705900
2020-05-12,324.940002,326.899994,311.709991,312.100006,312.100006,12326500
2020-05-13,316.700012,323.140015,303.790009,311.200012,311.200012,15646300
2020-05-14,313.670013,321.440002,307.500000,321.220001,321.220001,15057800
2020-05-15,315.589996,340.019989,314.959991,339.630005,339.630005,24691500
2020-05-18,350.420013,356.660004,347.220001,350.010010,350.010010,19410100
2020-05-19,351.609985,363.500000,350.510010,352.220001,352.220001,17933000
2020-05-20,359.640015,361.720001,355.549988,358.799988,358.799988,14688400
2020-05-21,362.059998,362.100006,349.500000,351.010010,351.010010,19026700
2020-05-22,353.010010,363.720001,348.529999,361.049988,361.049988,25969100
2020-05-26,366.269989,367.269989,346.880005,348.709991,348.709991,19269500
2020-05-27,345.000000,345.309998,319.869995,341.010010,341.010010,29366900
2020-05-28,336.489990,350.420013,335.230011,339.480011,339.480011,18403204
